序号	传输方向	时间戳	ID	帧格式	帧类型	长度	数据	
5306	接收	 13:24:43.778.0	0x00000740	数据帧	标准帧	8	3F 1F 13 F2 FF 00 08 7F 
5307	接收	 13:24:43.778.0	0x00000741	数据帧	标准帧	8	44 FB C7 FF 07 00 C0 01 
5308	接收	 13:24:43.778.0	0x00000766	数据帧	标准帧	8	F4 99 FE 76 80 DC 7F 0C 
5309	接收	 13:24:43.778.0	0x00000767	数据帧	标准帧	4	F9 7F 7E C2 
5310	接收	 13:24:43.778.0	0x00000768	数据帧	标准帧	8	E0 8B 01 8A 7F 9E 7F 10 
5311	接收	 13:24:43.778.0	0x00000769	数据帧	标准帧	4	FE 7F 34 B5 
5312	接收	 13:24:43.778.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
5313	接收	 13:24:43.778.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
5314	接收	 13:24:43.778.0	0x0000076c	数据帧	标准帧	8	C2 A8 FD 88 7B FF 7F 0B 
5315	接收	 13:24:43.778.0	0x0000076d	数据帧	标准帧	4	40 80 00 80 
5316	接收	 13:24:43.778.0	0x0000076e	数据帧	标准帧	8	C1 98 04 FF 7F FF 7F 00 
5317	接收	 13:24:43.778.0	0x0000076f	数据帧	标准帧	4	FD 7F 00 80 
5318	接收	 13:24:43.778.0	0x00000728	数据帧	标准帧	3	01 08 00 
5319	接收	 13:24:43.888.0	0x00000440	数据帧	标准帧	8	00 00 2F 00 00 00 00 00 
5320	接收	 13:24:43.888.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
5321	接收	 13:24:43.888.0	0x00000760	数据帧	标准帧	8	00 86 2D 00 00 00 00 00 
5322	接收	 13:24:43.888.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
5323	接收	 13:24:43.888.0	0x00000703	数据帧	标准帧	7	80 01 78 00 8E FD C2 
5324	接收	 13:24:43.888.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
5325	接收	 13:24:43.888.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
5326	接收	 13:24:43.888.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
5327	接收	 13:24:43.888.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
5328	接收	 13:24:43.888.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
5329	接收	 13:24:43.919.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
5330	接收	 13:24:43.919.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
5331	接收	 13:24:43.919.0	0x00000669	数据帧	标准帧	8	47 A0 FB 00 00 06 D0 04 
5332	接收	 13:24:43.919.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 44 0F DA 
5333	接收	 13:24:43.919.0	0x00000737	数据帧	标准帧	8	15 00 04 60 FF 7F 31 66 
5334	接收	 13:24:43.919.0	0x00000738	数据帧	标准帧	6	03 B2 00 F2 03 00 
5335	接收	 13:24:43.919.0	0x00000739	数据帧	标准帧	8	0C 90 02 2D 03 60 3F 83 
5336	接收	 13:24:43.919.0	0x0000073a	数据帧	标准帧	8	3F 0D 0A F0 FF 00 08 7F 
5337	接收	 13:24:43.919.0	0x0000073b	数据帧	标准帧	8	56 0F FF 7F 00 00 F6 06 
5338	接收	 13:24:43.919.0	0x0000073c	数据帧	标准帧	8	0A 09 05 F5 03 08 00 83 
5339	接收	 13:24:43.919.0	0x0000073d	数据帧	标准帧	8	3F 21 32 F2 FF 00 08 7F 
5340	接收	 13:24:43.919.0	0x0000073e	数据帧	标准帧	8	1B F8 1F 00 E4 03 31 00 
5341	接收	 13:24:43.919.0	0x0000073f	数据帧	标准帧	8	0E 1A 05 9C 03 16 00 83 
5342	接收	 13:24:43.919.0	0x00000740	数据帧	标准帧	8	3F 1F 14 F2 FF 00 08 7F 
5343	接收	 13:24:43.919.0	0x00000741	数据帧	标准帧	8	BF FA 08 00 FC 03 B7 01 
5344	接收	 13:24:43.919.0	0x00000766	数据帧	标准帧	8	F4 9A FE 78 80 E0 7F 0B 
5345	接收	 13:24:43.919.0	0x00000767	数据帧	标准帧	4	F8 7F B8 C2 
5346	接收	 13:24:43.919.0	0x00000768	数据帧	标准帧	8	E0 8A 01 87 7F A9 7F 10 
5347	接收	 13:24:43.919.0	0x00000769	数据帧	标准帧	4	FD 7F 44 B4 
5348	接收	 13:24:43.919.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
5349	接收	 13:24:43.919.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
5350	接收	 13:24:43.919.0	0x0000076c	数据帧	标准帧	8	C2 A8 FD 88 7B FF 7F 0B 
5351	接收	 13:24:43.919.0	0x0000076d	数据帧	标准帧	4	40 80 00 80 
5352	接收	 13:24:43.919.0	0x0000076e	数据帧	标准帧	8	C1 99 04 FF 7F FF 7F 00 
5353	接收	 13:24:43.919.0	0x0000076f	数据帧	标准帧	4	FB 7F 00 80 
5354	接收	 13:24:43.919.0	0x00000728	数据帧	标准帧	3	01 08 00 
5355	接收	 13:24:43.962.0	0x00000440	数据帧	标准帧	8	00 00 2F 00 00 00 00 00 
5356	接收	 13:24:44.040.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
5357	接收	 13:24:44.040.0	0x00000760	数据帧	标准帧	8	00 86 2D 00 00 00 00 00 
5358	接收	 13:24:44.040.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
5359	接收	 13:24:44.040.0	0x00000703	数据帧	标准帧	7	80 01 BE 00 DA FE 14 
5360	接收	 13:24:44.040.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
5361	接收	 13:24:44.040.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
5362	接收	 13:24:44.040.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
5363	接收	 13:24:44.040.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
5364	接收	 13:24:44.040.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
5365	接收	 13:24:44.040.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
5366	接收	 13:24:44.040.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
5367	接收	 13:24:44.040.0	0x00000669	数据帧	标准帧	8	47 90 FB 00 00 06 D0 04 
5368	接收	 13:24:44.040.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 40 CC 6D 
5369	接收	 13:24:44.040.0	0x00000737	数据帧	标准帧	8	15 00 09 60 FF 7F AD 62 
5370	接收	 13:24:44.040.0	0x00000738	数据帧	标准帧	6	03 46 00 F2 03 00 
5371	接收	 13:24:44.040.0	0x00000739	数据帧	标准帧	8	0C 7D 02 2F 03 56 3F 83 
5372	接收	 13:24:44.040.0	0x0000073a	数据帧	标准帧	8	3F 0D 0B F0 FF 00 08 7F 
5373	接收	 13:24:44.040.0	0x0000073b	数据帧	标准帧	8	6F 08 FF 7F 00 00 14 07 
5374	接收	 13:24:44.040.0	0x0000073c	数据帧	标准帧	8	0A 1B 05 FC 03 08 00 83 
5375	接收	 13:24:44.040.0	0x0000073d	数据帧	标准帧	8	3F 21 33 F2 FF 00 08 7F 
5376	接收	 13:24:44.040.0	0x0000073e	数据帧	标准帧	8	19 F7 FD FF E7 03 14 00 
5377	接收	 13:24:44.040.0	0x0000073f	数据帧	标准帧	8	0E 28 05 9F 03 14 00 83 
5378	接收	 13:24:44.040.0	0x00000740	数据帧	标准帧	8	3F 20 15 F2 FF 00 08 7F 
5379	接收	 13:24:44.040.0	0x00000741	数据帧	标准帧	8	43 FB 46 00 F6 03 A7 01 
5380	接收	 13:24:44.040.0	0x00000766	数据帧	标准帧	8	F4 96 FE 77 80 58 7F 0B 
5381	接收	 13:24:44.040.0	0x00000767	数据帧	标准帧	4	F7 7F D7 C0 
5382	接收	 13:24:44.040.0	0x00000768	数据帧	标准帧	8	E0 89 01 86 7F C9 7F 10 
5383	接收	 13:24:44.040.0	0x00000769	数据帧	标准帧	4	FA 7F A2 B3 
5384	接收	 13:24:44.040.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
5385	接收	 13:24:44.040.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
5386	接收	 13:24:44.040.0	0x0000076c	数据帧	标准帧	8	C2 A8 FD 88 7B FF 7F 0B 
5387	接收	 13:24:44.040.0	0x0000076d	数据帧	标准帧	4	40 80 00 80 
5388	接收	 13:24:44.040.0	0x0000076e	数据帧	标准帧	8	C1 96 04 FF 7F FF 7F 00 
5389	接收	 13:24:44.040.0	0x0000076f	数据帧	标准帧	4	F9 7F 00 80 
5390	接收	 13:24:44.040.0	0x00000728	数据帧	标准帧	3	01 08 00 
5391	接收	 13:24:44.087.0	0x00000440	数据帧	标准帧	8	00 00 2F 00 00 00 00 00 
5392	接收	 13:24:44.165.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
5393	接收	 13:24:44.165.0	0x00000760	数据帧	标准帧	8	00 86 2D 00 00 00 00 00 
5394	接收	 13:24:44.165.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
5395	接收	 13:24:44.165.0	0x00000703	数据帧	标准帧	7	80 01 C3 01 20 FD C7 
5396	接收	 13:24:44.165.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
5397	接收	 13:24:44.165.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
5398	接收	 13:24:44.165.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
5399	接收	 13:24:44.165.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
5400	接收	 13:24:44.165.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
5401	接收	 13:24:44.165.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
5402	接收	 13:24:44.165.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
5403	接收	 13:24:44.165.0	0x00000669	数据帧	标准帧	8	47 90 FB 00 00 06 C0 04 
5404	接收	 13:24:44.165.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 3F 23 FD 
5405	接收	 13:24:44.165.0	0x00000737	数据帧	标准帧	8	15 00 0E 60 FF 7F E3 60 
5406	接收	 13:24:44.165.0	0x00000738	数据帧	标准帧	6	03 DB 00 F2 03 00 
5407	接收	 13:24:44.165.0	0x00000739	数据帧	标准帧	8	0C 68 02 31 03 9D 3F 83 
5408	接收	 13:24:44.165.0	0x0000073a	数据帧	标准帧	8	3F 0D 0C F0 FF 00 08 7F 
5409	接收	 13:24:44.165.0	0x0000073b	数据帧	标准帧	8	B8 09 FF 7F 00 00 39 07 
5410	接收	 13:24:44.165.0	0x0000073c	数据帧	标准帧	8	0A 1F 05 01 00 0A 00 83 
5411	接收	 13:24:44.165.0	0x0000073d	数据帧	标准帧	8	3F 21 34 F2 FF 00 08 7F 
5412	接收	 13:24:44.165.0	0x0000073e	数据帧	标准帧	8	40 F8 40 FF EA 03 FA FF 
5413	接收	 13:24:44.165.0	0x0000073f	数据帧	标准帧	8	0E 20 05 A2 03 0B 00 83 
5414	接收	 13:24:44.165.0	0x00000740	数据帧	标准帧	8	3F 1F 16 F2 FF 00 08 7F 
5415	接收	 13:24:44.165.0	0x00000741	数据帧	标准帧	8	ED FB 64 00 E6 03 9A 01 
5416	接收	 13:24:44.165.0	0x00000766	数据帧	标准帧	8	F4 93 FE 73 80 DF 7E 0B 
5417	接收	 13:24:44.165.0	0x00000767	数据帧	标准帧	4	F6 7F F2 C3 
5418	接收	 13:24:44.165.0	0x00000768	数据帧	标准帧	8	E0 85 01 84 7F F4 7F 0F 
5419	接收	 13:24:44.165.0	0x00000769	数据帧	标准帧	4	F7 7F E0 B3 
5420	接收	 13:24:44.165.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
5421	接收	 13:24:44.165.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
5422	接收	 13:24:44.165.0	0x0000076c	数据帧	标准帧	8	C2 A8 FD 88 7B FF 7F 0B 
5423	接收	 13:24:44.165.0	0x0000076d	数据帧	标准帧	4	40 80 00 80 
5424	接收	 13:24:44.165.0	0x0000076e	数据帧	标准帧	8	C1 8C 04 FF 7F FF 7F 10 
5425	接收	 13:24:44.165.0	0x0000076f	数据帧	标准帧	4	F6 7F 00 80 
5426	接收	 13:24:44.165.0	0x00000728	数据帧	标准帧	3	01 08 00 
5427	接收	 13:24:44.290.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
5428	接收	 13:24:44.290.0	0x00000760	数据帧	标准帧	8	00 86 2D 00 00 00 00 00 
5429	接收	 13:24:44.290.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
5430	接收	 13:24:44.290.0	0x00000703	数据帧	标准帧	7	80 01 AA 00 EB FD BA 
5431	接收	 13:24:44.290.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
5432	接收	 13:24:44.290.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
5433	接收	 13:24:44.290.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
5434	接收	 13:24:44.290.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
5435	接收	 13:24:44.290.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
5436	接收	 13:24:44.290.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
5437	接收	 13:24:44.290.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
5438	接收	 13:24:44.290.0	0x00000669	数据帧	标准帧	8	47 90 FB 00 00 06 B0 04 
5439	接收	 13:24:44.290.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 40 5D 19 
5440	接收	 13:24:44.290.0	0x00000737	数据帧	标准帧	8	16 00 0F 60 FF 7F 35 62 
5441	接收	 13:24:44.290.0	0x00000738	数据帧	标准帧	6	02 25 00 F2 03 00 
5442	接收	 13:24:44.290.0	0x00000739	数据帧	标准帧	8	0A FA 04 04 00 0A 00 83 
5443	接收	 13:24:44.290.0	0x0000073a	数据帧	标准帧	8	3F 20 35 F2 FF 00 08 7F 
5444	接收	 13:24:44.290.0	0x0000073b	数据帧	标准帧	8	41 F8 46 FF EC 03 ED FF 
5445	接收	 13:24:44.290.0	0x0000073c	数据帧	标准帧	8	0E 2E 05 A3 03 02 00 83 
5446	接收	 13:24:44.290.0	0x0000073d	数据帧	标准帧	8	3F 20 17 F2 FF 00 08 7F 
5447	接收	 13:24:44.290.0	0x0000073e	数据帧	标准帧	8	61 FC 9D 00 D6 03 94 01 
5448	接收	 13:24:44.290.0	0x00000766	数据帧	标准帧	8	F4 93 FE 71 80 CF 7E 0B 
5449	接收	 13:24:44.290.0	0x00000767	数据帧	标准帧	4	F5 7F 02 C3 
5450	接收	 13:24:44.290.0	0x00000768	数据帧	标准帧	8	E0 82 01 82 7F 09 80 0F 
5451	接收	 13:24:44.290.0	0x00000769	数据帧	标准帧	4	F7 7F A1 B2 
5452	接收	 13:24:44.290.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
5453	接收	 13:24:44.290.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
5454	接收	 13:24:44.290.0	0x0000076c	数据帧	标准帧	8	C2 A8 FD 88 7B FF 7F 0B 
5455	接收	 13:24:44.290.0	0x0000076d	数据帧	标准帧	4	40 80 00 80 
5456	接收	 13:24:44.290.0	0x0000076e	数据帧	标准帧	8	C1 89 04 FF 7F FF 7F 00 
5457	接收	 13:24:44.290.0	0x0000076f	数据帧	标准帧	4	F5 7F 00 80 
5458	接收	 13:24:44.290.0	0x00000728	数据帧	标准帧	3	01 08 00 
5459	接收	 13:24:44.290.0	0x00000440	数据帧	标准帧	8	00 00 2F 00 00 00 00 00 
5460	接收	 13:24:44.368.0	0x00000440	数据帧	标准帧	8	00 00 2F 00 00 00 00 00 
5461	接收	 13:24:44.383.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
5462	接收	 13:24:44.383.0	0x00000760	数据帧	标准帧	8	00 86 2D 00 00 00 00 00 
5463	接收	 13:24:44.383.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
5464	接收	 13:24:44.383.0	0x00000703	数据帧	标准帧	7	80 01 CD 00 E6 FE 24 
5465	接收	 13:24:44.383.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
5466	接收	 13:24:44.383.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
5467	接收	 13:24:44.383.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
5468	接收	 13:24:44.383.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
5469	接收	 13:24:44.383.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
5470	接收	 13:24:44.383.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
5471	接收	 13:24:44.383.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
5472	接收	 13:24:44.383.0	0x00000669	数据帧	标准帧	8	47 90 FB 00 00 06 B0 04 
5473	接收	 13:24:44.383.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 40 7D 1B 
5474	接收	 13:24:44.383.0	0x00000737	数据帧	标准帧	8	16 00 13 60 FF 7F 57 62 
5475	接收	 13:24:44.383.0	0x00000738	数据帧	标准帧	6	02 BA 00 F2 03 00 
5476	接收	 13:24:44.383.0	0x00000739	数据帧	标准帧	8	0E 20 05 A6 03 FF 0F 83 
5477	接收	 13:24:44.383.0	0x0000073a	数据帧	标准帧	8	3F 20 18 F2 FF 00 08 7F 
5478	接收	 13:24:44.383.0	0x0000073b	数据帧	标准帧	8	CC FC 4E 00 D7 03 89 01 
5479	接收	 13:24:44.383.0	0x0000073c	数据帧	标准帧	8	0A 17 05 08 00 0C 00 83 
5480	接收	 13:24:44.383.0	0x0000073d	数据帧	标准帧	8	3F 21 36 F2 FF 00 08 7F 
5481	接收	 13:24:44.383.0	0x0000073e	数据帧	标准帧	8	C0 FA E0 FE EF 03 DC FF 
5482	接收	 13:24:44.383.0	0x00000766	数据帧	标准帧	8	F4 93 FE 6C 80 F7 7E 0B 
5483	接收	 13:24:44.383.0	0x00000767	数据帧	标准帧	4	F4 7F 1D C1 
5484	接收	 13:24:44.383.0	0x00000768	数据帧	标准帧	8	E0 7F 01 83 7F 98 80 10 
5485	接收	 13:24:44.415.0	0x00000769	数据帧	标准帧	4	F5 7F D7 BF 
5486	接收	 13:24:44.415.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
5487	接收	 13:24:44.415.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
5488	接收	 13:24:44.415.0	0x0000076c	数据帧	标准帧	8	C2 A8 FD 88 7B FF 7F 0B 
5489	接收	 13:24:44.415.0	0x0000076d	数据帧	标准帧	4	40 80 00 80 
5490	接收	 13:24:44.415.0	0x0000076e	数据帧	标准帧	8	C1 84 04 FF 7F FF 7F 00 
5491	接收	 13:24:44.415.0	0x0000076f	数据帧	标准帧	4	F4 7F 00 80 
5492	接收	 13:24:44.415.0	0x00000728	数据帧	标准帧	3	01 08 00 
5493	接收	 13:24:44.493.0	0x00000440	数据帧	标准帧	8	00 00 2F 00 00 00 00 00 
5494	接收	 13:24:44.493.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
5495	接收	 13:24:44.493.0	0x00000760	数据帧	标准帧	8	00 86 2D 00 00 00 00 00 
5496	接收	 13:24:44.493.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
5497	接收	 13:24:44.524.0	0x00000703	数据帧	标准帧	7	80 01 E1 01 44 FD D8 
5498	接收	 13:24:44.524.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
5499	接收	 13:24:44.524.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
5500	接收	 13:24:44.524.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
5501	接收	 13:24:44.524.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
5502	接收	 13:24:44.524.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
5503	接收	 13:24:44.524.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
5504	接收	 13:24:44.524.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
5505	接收	 13:24:44.524.0	0x00000669	数据帧	标准帧	8	47 90 FB 00 00 06 A0 04 
5506	接收	 13:24:44.524.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 3F 74 B3 
5507	接收	 13:24:44.524.0	0x00000737	数据帧	标准帧	8	15 00 15 60 FF 7F 3A 61 
5508	接收	 13:24:44.524.0	0x00000738	数据帧	标准帧	6	02 4E 00 F2 03 00 
5509	接收	 13:24:44.524.0	0x00000739	数据帧	标准帧	8	0E 29 05 A8 03 02 00 83 
5510	接收	 13:24:44.524.0	0x0000073a	数据帧	标准帧	8	3F 20 19 F2 FF 00 08 7F 
5511	接收	 13:24:44.524.0	0x0000073b	数据帧	标准帧	8	01 FD B2 FF E5 03 7F 01 
5512	接收	 13:24:44.524.0	0x0000073c	数据帧	标准帧	8	0A 2B 05 0C 00 12 00 83 
5513	接收	 13:24:44.524.0	0x0000073d	数据帧	标准帧	8	3F 20 37 F2 FF 00 08 7F 
5514	接收	 13:24:44.524.0	0x0000073e	数据帧	标准帧	8	74 FA 98 FE F3 03 C9 FF 
5515	接收	 13:24:44.524.0	0x00000766	数据帧	标准帧	8	F4 92 FE 69 80 04 7F 0B 
5516	接收	 13:24:44.524.0	0x00000767	数据帧	标准帧	4	F3 7F 39 BF 
5517	接收	 13:24:44.524.0	0x00000768	数据帧	标准帧	8	E0 79 01 87 7F 91 80 0F 
5518	接收	 13:24:44.524.0	0x00000769	数据帧	标准帧	4	F3 7F F3 BD 
5519	接收	 13:24:44.524.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
5520	接收	 13:24:44.524.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
5521	接收	 13:24:44.524.0	0x0000076c	数据帧	标准帧	8	C2 A8 FD 88 7B FF 7F 0B 
5522	接收	 13:24:44.524.0	0x0000076d	数据帧	标准帧	4	40 80 00 80 
5523	接收	 13:24:44.524.0	0x0000076e	数据帧	标准帧	8	C1 7D 04 FF 7F FF 7F 00 
5524	接收	 13:24:44.524.0	0x0000076f	数据帧	标准帧	4	F4 7F 00 80 
5525	接收	 13:24:44.524.0	0x00000728	数据帧	标准帧	3	01 08 00 
5526	接收	 13:24:44.587.0	0x00000440	数据帧	标准帧	8	00 00 30 00 00 00 00 00 
5527	接收	 13:24:44.633.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
5528	接收	 13:24:44.633.0	0x00000760	数据帧	标准帧	8	00 86 2D 00 00 00 00 00 
5529	接收	 13:24:44.633.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
5530	接收	 13:24:44.633.0	0x00000703	数据帧	标准帧	7	80 01 D2 01 7E FD 8E 
5531	接收	 13:24:44.633.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
5532	接收	 13:24:44.633.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
5533	接收	 13:24:44.633.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
5534	接收	 13:24:44.633.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
5535	接收	 13:24:44.633.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
5536	接收	 13:24:44.633.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
5537	接收	 13:24:44.633.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
5538	接收	 13:24:44.633.0	0x00000669	数据帧	标准帧	8	47 80 FB 00 00 06 90 04 
5539	接收	 13:24:44.633.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 40 2D 52 
5540	接收	 13:24:44.633.0	0x00000737	数据帧	标准帧	8	16 00 16 60 FF 7F 01 62 
5541	接收	 13:24:44.633.0	0x00000738	数据帧	标准帧	6	02 99 00 F2 03 00 
5542	接收	 13:24:44.633.0	0x00000739	数据帧	标准帧	8	0A 13 05 0D 00 12 00 83 
5543	接收	 13:24:44.633.0	0x0000073a	数据帧	标准帧	8	3F 20 38 F2 FF 00 08 7F 
5544	接收	 13:24:44.633.0	0x0000073b	数据帧	标准帧	8	3E FE 72 FE F4 03 C6 FF 
5545	接收	 13:24:44.633.0	0x0000073c	数据帧	标准帧	8	0E 2C 05 A8 03 0C 00 83 
5546	接收	 13:24:44.633.0	0x0000073d	数据帧	标准帧	8	3F 1F 1A F2 FF 00 08 7F 
5547	接收	 13:24:44.633.0	0x0000073e	数据帧	标准帧	8	58 FE 2F FF F8 03 7C 01 
5548	接收	 13:24:44.633.0	0x00000766	数据帧	标准帧	8	F4 90 FE 67 80 1D 7F 0B 
5549	接收	 13:24:44.633.0	0x00000767	数据帧	标准帧	4	F3 7F 42 BF 
5550	接收	 13:24:44.633.0	0x00000768	数据帧	标准帧	8	E0 75 01 87 7F A3 80 0F 
5551	接收	 13:24:44.633.0	0x00000769	数据帧	标准帧	4	F3 7F 02 BD 
5552	接收	 13:24:44.633.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
5553	接收	 13:24:44.633.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
5554	接收	 13:24:44.633.0	0x0000076c	数据帧	标准帧	8	C2 A8 FD 88 7B FF 7F 0B 
5555	接收	 13:24:44.633.0	0x0000076d	数据帧	标准帧	4	40 80 00 80 
5556	接收	 13:24:44.633.0	0x0000076e	数据帧	标准帧	8	C1 7D 04 FF 7F FF 7F 00 
5557	接收	 13:24:44.633.0	0x0000076f	数据帧	标准帧	4	F2 7F 00 80 
5558	接收	 13:24:44.633.0	0x00000728	数据帧	标准帧	3	01 08 00 
5559	接收	 13:24:44.696.0	0x00000440	数据帧	标准帧	8	00 00 30 00 00 00 00 00 
5560	接收	 13:24:44.758.0	0x00000700	数据帧	标准帧	8	00 00 00 01 00 00 07 00 
5561	接收	 13:24:44.758.0	0x00000760	数据帧	标准帧	8	00 86 2E 00 00 00 00 00 
5562	接收	 13:24:44.758.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
5563	接收	 13:24:44.758.0	0x00000703	数据帧	标准帧	7	80 01 C0 01 51 FD C0 
5564	接收	 13:24:44.758.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
5565	接收	 13:24:44.758.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
5566	接收	 13:24:44.758.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
5567	接收	 13:24:44.758.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
