序号	传输方向	时间戳	ID	帧格式	帧类型	长度	数据	
286013	接收	 15:01:58.048.0	0x0000076c	数据帧	标准帧	8	C1 D7 FB FF 7F FF 7F 15 
286014	接收	 15:01:58.048.0	0x0000076d	数据帧	标准帧	4	D6 7F 00 80 
286015	接收	 15:01:58.048.0	0x0000076e	数据帧	标准帧	8	C1 D0 04 FF 7F FF 7F 1C 
286016	接收	 15:01:58.048.0	0x0000076f	数据帧	标准帧	4	D6 7F 00 80 
286017	接收	 15:01:58.048.0	0x00000728	数据帧	标准帧	3	01 08 00 
286018	接收	 15:01:58.157.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
286019	接收	 15:01:58.157.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
286020	接收	 15:01:58.157.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
286021	接收	 15:01:58.157.0	0x00000703	数据帧	标准帧	7	80 00 D9 01 05 FE B6 
286022	接收	 15:01:58.157.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
286023	接收	 15:01:58.157.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
286024	接收	 15:01:58.157.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
286025	接收	 15:01:58.157.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
286026	接收	 15:01:58.157.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
286027	接收	 15:01:58.157.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
286028	接收	 15:01:58.157.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
286029	接收	 15:01:58.157.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
286030	接收	 15:01:58.157.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
286031	接收	 15:01:58.157.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
286032	接收	 15:01:58.157.0	0x00000738	数据帧	标准帧	6	03 0A 00 02 03 00 
286033	接收	 15:01:58.157.0	0x00000739	数据帧	标准帧	8	35 92 02 2B 00 79 0F 84 
286034	接收	 15:01:58.157.0	0x0000073a	数据帧	标准帧	8	3F 1D 17 F0 FF 00 08 7F 
286035	接收	 15:01:58.157.0	0x0000073b	数据帧	标准帧	8	66 FA BD 03 FE 03 87 FE 
286036	接收	 15:01:58.157.0	0x0000073c	数据帧	标准帧	8	34 D2 02 54 00 85 0F 84 
286037	接收	 15:01:58.157.0	0x0000073d	数据帧	标准帧	8	3F 1D 1D F0 FF 00 08 7F 
286038	接收	 15:01:58.157.0	0x0000073e	数据帧	标准帧	8	1A F9 DE 02 09 00 66 FD 
286039	接收	 15:01:58.157.0	0x0000073f	数据帧	标准帧	8	37 F8 03 92 00 8C 0F 84 
286040	接收	 15:01:58.157.0	0x00000740	数据帧	标准帧	8	3F 1D 14 F0 FF 00 08 7F 
286041	接收	 15:01:58.157.0	0x00000741	数据帧	标准帧	8	17 F9 22 02 04 00 CB FC 
286042	接收	 15:01:58.157.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286043	接收	 15:01:58.157.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
286044	接收	 15:01:58.157.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286045	接收	 15:01:58.157.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
286046	接收	 15:01:58.157.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
286047	接收	 15:01:58.157.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
286048	接收	 15:01:58.157.0	0x0000076c	数据帧	标准帧	8	C1 D4 FB FF 7F FF 7F 15 
286049	接收	 15:01:58.157.0	0x0000076d	数据帧	标准帧	4	D6 7F 00 80 
286050	接收	 15:01:58.157.0	0x0000076e	数据帧	标准帧	8	C2 D0 04 FF 7F FF 7F 1C 
286051	接收	 15:01:58.157.0	0x0000076f	数据帧	标准帧	4	D6 7F 00 80 
286052	接收	 15:01:58.158.0	0x00000728	数据帧	标准帧	3	01 08 00 
286053	接收	 15:01:58.225.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
286054	接收	 15:01:58.225.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
286055	接收	 15:01:58.225.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
286056	接收	 15:01:58.225.0	0x00000703	数据帧	标准帧	7	80 00 BB 01 5B FF 36 
286057	接收	 15:01:58.225.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
286058	接收	 15:01:58.225.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
286059	接收	 15:01:58.225.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
286060	接收	 15:01:58.225.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
286061	接收	 15:01:58.225.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
286062	接收	 15:01:58.225.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
286063	接收	 15:01:58.225.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
286064	接收	 15:01:58.225.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
286065	接收	 15:01:58.225.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
286066	接收	 15:01:58.225.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
286067	接收	 15:01:58.225.0	0x00000738	数据帧	标准帧	6	03 9F 00 02 03 00 
286068	接收	 15:01:58.225.0	0x00000739	数据帧	标准帧	8	35 81 02 2B 00 7D 0F 84 
286069	接收	 15:01:58.225.0	0x0000073a	数据帧	标准帧	8	3F 1D 18 F0 FF 00 08 7F 
286070	接收	 15:01:58.225.0	0x0000073b	数据帧	标准帧	8	72 FB 97 03 10 00 77 FE 
286071	接收	 15:01:58.225.0	0x0000073c	数据帧	标准帧	8	34 C4 02 55 00 85 0F 84 
286072	接收	 15:01:58.225.0	0x0000073d	数据帧	标准帧	8	3F 1D 1E F0 FF 00 08 7F 
286073	接收	 15:01:58.225.0	0x0000073e	数据帧	标准帧	8	EB F9 23 03 09 00 52 FD 
286074	接收	 15:01:58.225.0	0x0000073f	数据帧	标准帧	8	37 F0 03 95 00 91 0F 84 
286075	接收	 15:01:58.225.0	0x00000740	数据帧	标准帧	8	3F 1D 15 F0 FF 00 08 7F 
286076	接收	 15:01:58.225.0	0x00000741	数据帧	标准帧	8	1F FA DA 01 12 00 B7 FC 
286077	接收	 15:01:58.225.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286078	接收	 15:01:58.225.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
286079	接收	 15:01:58.225.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286080	接收	 15:01:58.225.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
286081	接收	 15:01:58.225.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
286082	接收	 15:01:58.225.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
286083	接收	 15:01:58.225.0	0x0000076c	数据帧	标准帧	8	C1 B7 FB FF 7F FF 7F 16 
286084	接收	 15:01:58.225.0	0x0000076d	数据帧	标准帧	4	D6 7F 00 80 
286085	接收	 15:01:58.225.0	0x0000076e	数据帧	标准帧	8	C2 D0 04 FF 7F FF 7F 1C 
286086	接收	 15:01:58.225.0	0x0000076f	数据帧	标准帧	4	D6 7F 00 80 
286087	接收	 15:01:58.226.0	0x00000728	数据帧	标准帧	3	01 08 00 
286088	接收	 15:01:58.334.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
286089	接收	 15:01:58.334.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
286090	接收	 15:01:58.334.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
286091	接收	 15:01:58.334.0	0x00000703	数据帧	标准帧	7	80 00 EC 01 0A FF 20 
286092	接收	 15:01:58.334.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
286093	接收	 15:01:58.334.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
286094	接收	 15:01:58.334.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
286095	接收	 15:01:58.334.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
286096	接收	 15:01:58.334.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
286097	接收	 15:01:58.334.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
286098	接收	 15:01:58.334.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
286099	接收	 15:01:58.334.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
286100	接收	 15:01:58.334.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
286101	接收	 15:01:58.334.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
286102	接收	 15:01:58.334.0	0x00000738	数据帧	标准帧	6	03 E9 00 02 03 00 
286103	接收	 15:01:58.334.0	0x00000739	数据帧	标准帧	8	35 7C 02 2C 00 7F 0F 84 
286104	接收	 15:01:58.334.0	0x0000073a	数据帧	标准帧	8	3F 1E 19 F0 FF 00 08 7F 
286105	接收	 15:01:58.334.0	0x0000073b	数据帧	标准帧	8	DA FA 8D 03 19 00 6F FE 
286106	接收	 15:01:58.334.0	0x0000073c	数据帧	标准帧	8	34 C3 02 56 00 84 0F 84 
286107	接收	 15:01:58.334.0	0x0000073d	数据帧	标准帧	8	3F 1D 1F F0 FF 00 08 7F 
286108	接收	 15:01:58.334.0	0x0000073e	数据帧	标准帧	8	86 F9 01 03 09 00 47 FD 
286109	接收	 15:01:58.334.0	0x0000073f	数据帧	标准帧	8	37 F2 03 97 00 8E 0F 84 
286110	接收	 15:01:58.334.0	0x00000740	数据帧	标准帧	8	3F 1D 16 F0 FF 00 08 7F 
286111	接收	 15:01:58.334.0	0x00000741	数据帧	标准帧	8	A0 F9 C2 01 0C 00 AD FC 
286112	接收	 15:01:58.334.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286113	接收	 15:01:58.334.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
286114	接收	 15:01:58.334.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286115	接收	 15:01:58.334.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
286116	接收	 15:01:58.334.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
286117	接收	 15:01:58.334.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
286118	接收	 15:01:58.334.0	0x0000076c	数据帧	标准帧	8	C1 C1 FB FF 7F FF 7F 14 
286119	接收	 15:01:58.334.0	0x0000076d	数据帧	标准帧	4	CB 7F 00 80 
286120	接收	 15:01:58.334.0	0x0000076e	数据帧	标准帧	8	C2 D0 04 FF 7F FF 7F 1C 
286121	接收	 15:01:58.334.0	0x0000076f	数据帧	标准帧	4	D6 7F 00 80 
286122	接收	 15:01:58.334.0	0x00000728	数据帧	标准帧	3	01 08 00 
286123	接收	 15:01:58.406.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
286124	接收	 15:01:58.406.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
286125	接收	 15:01:58.406.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
286126	接收	 15:01:58.406.0	0x00000703	数据帧	标准帧	7	80 01 0C 00 C0 FE 7A 
286127	接收	 15:01:58.406.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
286128	接收	 15:01:58.406.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
286129	接收	 15:01:58.406.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
286130	接收	 15:01:58.406.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
286131	接收	 15:01:58.406.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
286132	接收	 15:01:58.406.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
286133	接收	 15:01:58.406.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
286134	接收	 15:01:58.406.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
286135	接收	 15:01:58.406.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
286136	接收	 15:01:58.406.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
286137	接收	 15:01:58.406.0	0x00000738	数据帧	标准帧	6	03 33 00 02 03 00 
286138	接收	 15:01:58.406.0	0x00000739	数据帧	标准帧	8	35 72 02 2C 00 7E 0F 84 
286139	接收	 15:01:58.406.0	0x0000073a	数据帧	标准帧	8	3F 1E 1A F0 FF 00 08 7F 
286140	接收	 15:01:58.406.0	0x0000073b	数据帧	标准帧	8	35 FB 93 03 13 00 67 FE 
286141	接收	 15:01:58.406.0	0x0000073c	数据帧	标准帧	8	34 BC 02 56 00 84 0F 84 
286142	接收	 15:01:58.406.0	0x0000073d	数据帧	标准帧	8	3F 1D 20 F0 FF 00 08 7F 
286143	接收	 15:01:58.406.0	0x0000073e	数据帧	标准帧	8	74 F9 A2 02 09 00 3C FD 
286144	接收	 15:01:58.406.0	0x0000073f	数据帧	标准帧	8	37 F0 03 98 00 90 0F 84 
286145	接收	 15:01:58.406.0	0x00000740	数据帧	标准帧	8	3F 1D 17 F0 FF 00 08 7F 
286146	接收	 15:01:58.406.0	0x00000741	数据帧	标准帧	8	C0 F9 D2 01 11 00 A2 FC 
286147	接收	 15:01:58.406.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286148	接收	 15:01:58.406.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
286149	接收	 15:01:58.406.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286150	接收	 15:01:58.406.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
286151	接收	 15:01:58.406.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
286152	接收	 15:01:58.407.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
286153	接收	 15:01:58.407.0	0x0000076c	数据帧	标准帧	8	C1 96 FB FF 7F FF 7F 18 
286154	接收	 15:01:58.407.0	0x0000076d	数据帧	标准帧	4	CB 7F 00 80 
286155	接收	 15:01:58.407.0	0x0000076e	数据帧	标准帧	8	C2 D0 04 FF 7F FF 7F 1C 
286156	接收	 15:01:58.407.0	0x0000076f	数据帧	标准帧	4	D6 7F 00 80 
286157	接收	 15:01:58.407.0	0x00000728	数据帧	标准帧	3	01 08 00 
286158	接收	 15:01:58.496.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
286159	接收	 15:01:58.496.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
286160	接收	 15:01:58.496.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
286161	接收	 15:01:58.496.0	0x00000703	数据帧	标准帧	7	80 00 E0 00 7E FE F7 
286162	接收	 15:01:58.496.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
286163	接收	 15:01:58.496.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
286164	接收	 15:01:58.496.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
286165	接收	 15:01:58.496.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
286166	接收	 15:01:58.496.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
286167	接收	 15:01:58.496.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
286168	接收	 15:01:58.496.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
286169	接收	 15:01:58.496.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
286170	接收	 15:01:58.496.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
286171	接收	 15:01:58.496.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
286172	接收	 15:01:58.496.0	0x00000738	数据帧	标准帧	6	03 7D 00 02 03 00 
286173	接收	 15:01:58.496.0	0x00000739	数据帧	标准帧	8	35 65 02 2C 00 85 0F 84 
286174	接收	 15:01:58.496.0	0x0000073a	数据帧	标准帧	8	3F 1E 1B F0 FF 00 08 7F 
286175	接收	 15:01:58.496.0	0x0000073b	数据帧	标准帧	8	A7 FB 8C 03 24 00 60 FE 
286176	接收	 15:01:58.496.0	0x0000073c	数据帧	标准帧	8	34 B6 02 57 00 87 0F 84 
286177	接收	 15:01:58.496.0	0x0000073d	数据帧	标准帧	8	3F 1D 21 F0 FF 00 08 7F 
286178	接收	 15:01:58.496.0	0x0000073e	数据帧	标准帧	8	A7 F9 A0 02 0A 00 32 FD 
286179	接收	 15:01:58.496.0	0x0000073f	数据帧	标准帧	8	37 E7 03 99 00 8F 0F 84 
286180	接收	 15:01:58.496.0	0x00000740	数据帧	标准帧	8	3F 1D 18 F0 FF 00 08 7F 
286181	接收	 15:01:58.496.0	0x00000741	数据帧	标准帧	8	94 F9 FA 01 0D 00 97 FC 
286182	接收	 15:01:58.496.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286183	接收	 15:01:58.497.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
286184	接收	 15:01:58.497.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286185	接收	 15:01:58.497.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
286186	接收	 15:01:58.497.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
286187	接收	 15:01:58.497.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
286188	接收	 15:01:58.497.0	0x0000076c	数据帧	标准帧	8	C1 80 FB FF 7F FF 7F 00 
286189	接收	 15:01:58.497.0	0x0000076d	数据帧	标准帧	4	CB 7F 00 80 
286190	接收	 15:01:58.497.0	0x0000076e	数据帧	标准帧	8	C2 D0 04 FF 7F FF 7F 1C 
286191	接收	 15:01:58.497.0	0x0000076f	数据帧	标准帧	4	D6 7F 00 80 
286192	接收	 15:01:58.497.0	0x00000728	数据帧	标准帧	3	01 08 00 
286193	接收	 15:01:58.591.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
286194	接收	 15:01:58.591.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
286195	接收	 15:01:58.591.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
286196	接收	 15:01:58.591.0	0x00000703	数据帧	标准帧	7	80 00 C5 00 6C FE 67 
286197	接收	 15:01:58.591.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
286198	接收	 15:01:58.591.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
286199	接收	 15:01:58.591.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
286200	接收	 15:01:58.591.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
286201	接收	 15:01:58.591.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
286202	接收	 15:01:58.591.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
286203	接收	 15:01:58.591.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
286204	接收	 15:01:58.591.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
286205	接收	 15:01:58.591.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
286206	接收	 15:01:58.591.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
286207	接收	 15:01:58.591.0	0x00000738	数据帧	标准帧	6	03 C8 00 02 03 00 
286208	接收	 15:01:58.591.0	0x00000739	数据帧	标准帧	8	35 59 02 2C 00 86 0F 84 
286209	接收	 15:01:58.591.0	0x0000073a	数据帧	标准帧	8	3F 1D 1C F0 FF 00 08 7F 
286210	接收	 15:01:58.591.0	0x0000073b	数据帧	标准帧	8	17 FC 83 03 21 00 59 FE 
286211	接收	 15:01:58.591.0	0x0000073c	数据帧	标准帧	8	34 AD 02 57 00 88 0F 84 
286212	接收	 15:01:58.591.0	0x0000073d	数据帧	标准帧	8	3F 1D 22 F0 FF 00 08 7F 
286213	接收	 15:01:58.591.0	0x0000073e	数据帧	标准帧	8	1E FA 0C 03 0B 00 28 FD 
286214	接收	 15:01:58.592.0	0x0000073f	数据帧	标准帧	8	37 DE 03 99 00 92 0F 84 
286215	接收	 15:01:58.592.0	0x00000740	数据帧	标准帧	8	3F 1D 19 F0 FF 00 08 7F 
286216	接收	 15:01:58.592.0	0x00000741	数据帧	标准帧	8	6C FA E4 01 12 00 8E FC 
286217	接收	 15:01:58.592.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286218	接收	 15:01:58.592.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
286219	接收	 15:01:58.592.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286220	接收	 15:01:58.592.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
286221	接收	 15:01:58.592.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
286222	接收	 15:01:58.592.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
286223	接收	 15:01:58.592.0	0x0000076c	数据帧	标准帧	8	C1 80 FB FF 7F FF 7F 11 
286224	接收	 15:01:58.592.0	0x0000076d	数据帧	标准帧	4	CB 7F 00 80 
286225	接收	 15:01:58.592.0	0x0000076e	数据帧	标准帧	8	C2 D0 04 FF 7F FF 7F 1C 
286226	接收	 15:01:58.592.0	0x0000076f	数据帧	标准帧	4	D6 7F 00 80 
286227	接收	 15:01:58.592.0	0x00000728	数据帧	标准帧	3	01 08 00 
286228	接收	 15:01:58.676.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
286229	接收	 15:01:58.676.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
286230	接收	 15:01:58.676.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
286231	接收	 15:01:58.676.0	0x00000703	数据帧	标准帧	7	80 00 E7 00 74 FE A7 
286232	接收	 15:01:58.676.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
286233	接收	 15:01:58.676.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
286234	接收	 15:01:58.676.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
286235	接收	 15:01:58.676.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
286236	接收	 15:01:58.676.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
286237	接收	 15:01:58.676.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
286238	接收	 15:01:58.676.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
286239	接收	 15:01:58.676.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
286240	接收	 15:01:58.676.0	0x00000650	数据帧	标准帧	8	C0 40 00 00 42 58 00 00 
286241	接收	 15:01:58.676.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F FF 7F 
286242	接收	 15:01:58.676.0	0x00000738	数据帧	标准帧	6	03 5C 00 02 03 00 
286243	接收	 15:01:58.676.0	0x00000739	数据帧	标准帧	8	35 46 02 2C 00 89 0F 84 
286244	接收	 15:01:58.676.0	0x0000073a	数据帧	标准帧	8	3F 1D 1D F0 FF 00 08 7F 
286245	接收	 15:01:58.676.0	0x0000073b	数据帧	标准帧	8	E9 FA AA 03 1E 00 48 FE 
286246	接收	 15:01:58.676.0	0x0000073c	数据帧	标准帧	8	34 9C 02 58 00 89 0F 84 
286247	接收	 15:01:58.676.0	0x0000073d	数据帧	标准帧	8	3F 1D 23 F0 FF 00 08 7F 
286248	接收	 15:01:58.676.0	0x0000073e	数据帧	标准帧	8	27 F9 23 03 0A 00 11 FD 
286249	接收	 15:01:58.676.0	0x0000073f	数据帧	标准帧	8	37 CA 03 9A 00 93 0F 84 
286250	接收	 15:01:58.676.0	0x00000740	数据帧	标准帧	8	3F 1D 1A F0 FF 00 08 7F 
286251	接收	 15:01:58.676.0	0x00000741	数据帧	标准帧	8	78 F9 44 02 0D 00 78 FC 
286252	接收	 15:01:58.676.0	0x00000766	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286253	接收	 15:01:58.676.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
286254	接收	 15:01:58.676.0	0x00000768	数据帧	标准帧	8	C2 00 00 FF 7F FF 7F 00 
286255	接收	 15:01:58.676.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
286256	接收	 15:01:58.676.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
286257	接收	 15:01:58.676.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
286258	接收	 15:01:58.677.0	0x0000076c	数据帧	标准帧	8	C1 79 FB FF 7F FF 7F 00 
286259	接收	 15:01:58.677.0	0x0000076d	数据帧	标准帧	4	CB 7F 00 80 
286260	接收	 15:01:58.677.0	0x0000076e	数据帧	标准帧	8	C2 D0 04 FF 7F FF 7F 1C 
286261	接收	 15:01:58.677.0	0x0000076f	数据帧	标准帧	4	D6 7F 00 80 
286262	接收	 15:01:58.677.0	0x00000728	数据帧	标准帧	3	01 08 00 
286263	接收	 15:01:58.785.0	0x00000700	数据帧	标准帧	8	00 20 00 40 41 00 00 00 
286264	接收	 15:01:58.785.0	0x00000760	数据帧	标准帧	8	00 06 00 00 00 00 00 00 
286265	接收	 15:01:58.785.0	0x00000727	数据帧	标准帧	8	FE 00 FE 00 FE 00 FE 00 
286266	接收	 15:01:58.785.0	0x00000703	数据帧	标准帧	7	80 01 02 FF BD FE F2 
286267	接收	 15:01:58.785.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
286268	接收	 15:01:58.785.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
286269	接收	 15:01:58.785.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
286270	接收	 15:01:58.785.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
286271	接收	 15:01:58.785.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
286272	接收	 15:01:58.785.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
286273	接收	 15:01:58.785.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
286274	接收	 15:01:58.785.0	0x00000669	数据帧	标准帧	8	20 00 00 00 00 20 00 00 
